application_id,age,gender,visa_type,documents_submitted,visa_granted,rejection_reason
AUS100228,54,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Failed health requirements
AUS100229,47,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance",No,No strong home-country ties
AUS100230,25,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100231,30,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,No strong home-country ties
AUS100232,44,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100233,49,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100234,59,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100235,38,Other,Work Visa,"Passport, Bank Statement, Police Clearance, Work Experience Letters",No,Inconsistent information
AUS100236,32,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100237,33,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
AUS100238,22,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,No strong home-country ties
AUS100239,34,Male,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Employer not verified
AUS100240,26,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,No strong home-country ties
AUS100241,43,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, Birth Certificate",No,Incorrect application form
AUS100242,47,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
AUS100243,46,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100244,37,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Academic documents incomplete
AUS100245,27,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100246,33,Other,Student Visa,"Passport, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS100247,35,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100248,21,Male,Work Visa,"Passport, Job Offer Letter, Police Clearance, Work Experience Letters",No,Failed health requirements
AUS100249,57,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100250,54,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100251,20,Other,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS100252,44,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100253,34,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Failed health requirements
AUS100254,56,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Inconsistent information
AUS100255,39,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100256,49,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100257,40,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,No strong home-country ties
AUS100258,28,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100259,22,Female,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,No strong home-country ties
AUS100260,41,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Incorrect application form
AUS100261,36,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100262,25,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100263,41,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
AUS100264,33,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Inconsistent information
AUS100265,46,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100266,22,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100267,22,Male,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Insufficient funds
AUS100268,38,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Incorrect application form
AUS100269,18,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100270,23,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100271,46,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100272,37,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,IELTS requirement not met
AUS100273,46,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100274,41,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, Birth Certificate",No,Invalid or expired passport
AUS100275,45,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100276,47,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100277,52,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Inconsistent information
AUS100278,28,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100279,46,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Inconsistent information
AUS100280,24,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100281,37,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Academic documents incomplete
AUS100282,32,Other,Student Visa,"Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS100283,54,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100284,22,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency",No,No strong home-country ties
AUS100285,29,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100286,50,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Incorrect application form
AUS100287,38,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100288,22,Female,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Academic documents incomplete
AUS100289,57,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Failed health requirements
AUS100290,38,Female,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Incorrect application form
AUS100291,37,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Incorrect application form
AUS100292,46,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Employer not verified
AUS100293,41,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100294,35,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100295,33,Female,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
AUS100296,25,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100297,40,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Failed health requirements
AUS100298,22,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100299,18,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, Birth Certificate",No,Insufficient funds
AUS100300,45,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Inconsistent information
AUS100301,54,Male,Student Visa,"Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Inconsistent information
AUS100302,39,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100303,31,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100304,48,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100305,26,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Invalid or expired passport
AUS100306,54,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100307,37,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance",No,Academic documents incomplete
AUS100308,26,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS100309,52,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100310,49,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100311,28,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100312,27,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100313,30,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Failed health requirements
AUS100314,34,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Insufficient funds
AUS100315,54,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Academic documents incomplete
AUS100316,59,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100317,38,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Suspicious travel history
AUS100318,59,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Missing documents
AUS100319,36,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS100320,39,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100321,30,Male,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,Inconsistent information
AUS100322,38,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
AUS100323,44,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100324,38,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Inconsistent information
AUS100325,46,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Failed health requirements
AUS100326,20,Other,Student Visa,"Passport, Bank Statement, Medical Certificate, Birth Certificate",No,Suspicious travel history
AUS100327,46,Female,Visit Visa,"Passport, Bank Statement, Itinerary",No,Insufficient funds
AUS100328,44,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,No strong home-country ties
AUS100329,32,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100330,48,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100331,51,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Invalid or expired passport
AUS100332,40,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100333,59,Other,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS100334,57,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS100335,57,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100336,32,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS100337,40,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
